location,iso_code,date,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations,population
CountryC,COU,2021-01-24,194688,8732,3604,161,169,43961911
CountryC,COU,2021-01-25,203831,9142,3773,169,176,60971701
CountryC,COU,2021-01-26,213403,9572,3951,177,183,198979340
CountryC,COU,2021-01-27,223424,10021,4136,185,191,157130161
CountryC,COU,2021-01-28,233917,10492,4330,194,198,93678415
CountryC,COU,2021-01-29,244902,10984,4534,203,205,37493775
CountryC,COU,2021-01-30,256402,11500,4747,212,213,135705798
CountryC,COU,2021-01-31,268443,12040,4970,222,220,78081696
CountryC,COU,2021-02-01,281050,12606,5203,233,228,168684449
CountryC,COU,2021-02-02,294248,13198,5447,244,235,123471255
CountryC,COU,2021-02-03,308066,13818,5703,255,242,98551284
CountryC,COU,2021-02-04,322533,14467,5971,267,250,8036238
CountryC,COU,2021-02-05,337679,15146,6251,280,257,132012236
CountryC,COU,2021-02-06,353537,15857,6545,293,264,49587534
CountryC,COU,2021-02-07,370140,16602,6852,307,272,71324918
CountryC,COU,2021-02-08,387522,17382,7174,321,279,89754096
CountryC,COU,2021-02-09,405720,18198,7511,336,286,157693023
CountryC,COU,2021-02-10,424773,19052,7864,352,294,22473969
CountryC,COU,2021-02-11,444721,19947,8233,369,301,40496213
CountryC,COU,2021-02-12,465605,20884,8620,386,308,194338291
CountryC,COU,2021-02-13,487470,21865,9025,404,316,57725591
CountryC,COU,2021-02-14,510362,22891,9449,423,323,56312081
CountryC,COU,2021-02-15,534329,23967,9892,443,331,49305501
CountryC,COU,2021-02-16,559422,25092,10357,464,338,115199829
CountryC,COU,2021-02-17,585693,26270,10843,486,345,38885538
CountryC,COU,2021-02-18,613197,27504,11352,509,353,139890458
CountryC,COU,2021-02-19,641993,28796,11886,533,360,178573816
CountryC,COU,2021-02-20,672142,30148,12444,558,367,33714701
CountryC,COU,2021-02-21,703706,31564,13028,584,375,148777831
CountryC,COU,2021-02-22,736753,33046,13640,611,382,80045579
CountryC,COU,2021-02-23,771351,34598,14281,640,389,64236189
CountryC,COU,2021-02-24,807574,36223,14951,670,397,23320675
CountryC,COU,2021-02-25,845499,37924,15653,702,404,4002735
CountryC,COU,2021-02-26,885204,39705,16388,735,411,170575447
CountryC,COU,2021-02-27,926774,41569,17158,769,419,53120826
CountryC,COU,2021-02-28,970296,43522,17964,805,426,60775960
CountryC,COU,2021-03-01,1015862,45565,18807,843,434,197788107
CountryC,COU,2021-03-02,1063567,47705,19691,883,441,103976548
CountryC,COU,2021-03-03,1113513,49945,20615,924,448,10239855
CountryC,COU,2021-03-04,1165805,52291,21584,968,456,81937024
CountryC,COU,2021-03-05,1220552,54747,22597,1013,463,134590518
CountryC,COU,2021-03-06,1277870,57318,23658,1061,470,116690607
CountryC,COU,2021-03-07,1337880,60009,24769,1111,478,74554968
CountryC,COU,2021-03-08,1400708,62827,25933,1163,485,40863808
CountryC,COU,2021-03-09,1466486,65778,27150,1217,492,71706384
CountryC,COU,2021-03-10,1535353,68867,28425,1275,500,66967344
CountryC,COU,2021-03-11,1607454,72101,29760,1334,507,12192870
CountryC,COU,2021-03-12,1682942,75487,31158,1397,514,43595132
CountryC,COU,2021-03-13,1761974,79032,32621,1463,522,189152152
CountryC,COU,2021-03-14,1844718,82743,34153,1531,529,102039708
CountryC,COU,2021-03-15,1931347,86629,35757,1603,537,6176797
CountryC,COU,2021-03-16,2022044,90697,37436,1679,544,14908556
CountryC,COU,2021-03-17,2117001,94956,39194,1758,551,55198895
CountryC,COU,2021-03-18,2216417,99415,41035,1840,559,60977180
CountryC,COU,2021-03-19,2320502,104084,42962,1927,566,56577686
CountryC,COU,2021-03-20,2429474,108972,44980,2017,573,25734014
CountryC,COU,2021-03-21,2543564,114089,47092,2112,581,104099008
CountryC,COU,2021-03-22,2663012,119447,49303,2211,588,144906134
CountryC,COU,2021-03-23,2788069,125057,51619,2315,595,69484964
CountryC,COU,2021-03-24,2918999,130929,54043,2424,603,46729058
CountryC,COU,2021-03-25,3056077,137078,56581,2537,610,5623227
CountryC,COU,2021-03-26,3199593,143515,59238,2657,617,161682605
CountryC,COU,2021-03-27,3349848,150255,62020,2781,625,86389003
CountryC,COU,2021-03-28,3507159,157311,64932,2912,632,95761197
CountryC,COU,2021-03-29,3671858,164698,67981,3049,640,162014306
CountryC,COU,2021-03-30,3844292,172433,71174,3192,647,157426018
CountryC,COU,2021-03-31,4024822,180530,74516,3342,654,54352508
CountryC,COU,2021-04-01,4213831,189008,78016,3499,662,92763639
CountryC,COU,2021-04-02,4411716,197884,81679,3663,669,154980884
CountryC,COU,2021-04-03,4618893,207177,85515,3835,676,182454856
CountryC,COU,2021-04-04,4835800,216906,89531,4015,684,184767193
CountryC,COU,2021-04-05,5062893,227092,93735,4204,691,54861959
CountryC,COU,2021-04-06,5300650,237757,98137,4401,698,162729170
CountryC,COU,2021-04-07,5549572,248922,102746,4608,706,37448708
CountryC,COU,2021-04-08,5810184,260612,107571,4825,713,174612992
CountryC,COU,2021-04-09,6083035,272850,112623,5051,720,159875045
CountryC,COU,2021-04-10,6368699,285663,117911,5288,728,163618866
CountryC,COU,2021-04-11,6667778,299078,123449,5537,735,159973638
CountryC,COU,2021-04-12,6980902,313123,129246,5797,743,92575135
CountryC,COU,2021-04-13,7308730,327828,135315,6069,750,14916711
CountryC,COU,2021-04-14,7651953,343223,141670,6354,757,149471022
CountryC,COU,2021-04-15,8011295,359341,148323,6652,765,7371805
CountryC,COU,2021-04-16,8387511,376216,155288,6965,772,188738036
CountryC,COU,2021-04-17,8781395,393883,162581,7292,779,111637858
CountryC,COU,2021-04-18,9193776,412380,170216,7634,787,29500824
CountryC,COU,2021-04-19,9625522,431746,178209,7993,794,36093665
CountryC,COU,2021-04-20,10077544,452021,186578,8368,801,8773821
CountryC,COU,2021-04-21,10550793,473248,195340,8761,809,169877867
CountryC,COU,2021-04-22,11046266,495473,204513,9173,816,116712082
CountryC,COU,2021-04-23,11565007,518740,214117,9604,823,79445026
CountryC,COU,2021-04-24,12108108,543101,224173,10055,831,177932125
CountryC,COU,2021-04-25,12676714,568605,234700,10527,838,8568158
CountryC,COU,2021-04-26,13272022,595307,245722,11021,846,92119575
CountryC,COU,2021-04-27,13895286,623264,257261,11539,853,108094355
CountryC,COU,2021-04-28,14547819,652533,269342,12081,860,19443276
CountryC,COU,2021-04-29,15230996,683176,281991,12648,868,86475225
CountryC,COU,2021-04-30,15946255,715258,295233,13242,875,138662194
CountryC,COU,2021-05-01,16695103,748848,309098,13864,882,199455321
CountryC,COU,2021-05-02,17479117,784014,323613,14515,890,130071843
CountryC,COU,2021-05-03,18299949,820832,338810,15197,897,99793479
CountryC,COU,2021-05-04,19159329,859379,354721,15910,904,98260120
CountryC,COU,2021-05-05,20059065,899736,371379,16657,912,183147300
CountryC,COU,2021-05-06,21001054,941988,388819,17440,919,116335307
CountryC,COU,2021-05-07,21987279,986225,407078,18259,926,106444367
CountryC,COU,2021-05-08,23019818,1032538,426195,19116,934,103007084
CountryC,COU,2021-05-09,24100846,1081027,446210,20014,941,65245403
CountryC,COU,2021-05-10,25232639,1131793,467164,20954,949,135533516
CountryC,COU,2021-05-11,26417583,1184943,489102,21938,956,78386178
CountryC,COU,2021-05-12,27658172,1240589,512071,22968,963,42238111
CountryC,COU,2021-05-13,28957021,1298848,536118,24047,971,127218536
CountryC,COU,2021-05-14,30316864,1359843,561295,25176,978,61099932
CountryC,COU,2021-05-15,31740566,1423702,587654,26358,985,70813458
CountryC,COU,2021-05-16,33231127,1490560,615250,27596,993,126869497
CountryC,COU,2021-05-17,34791685,1560558,644143,28892,1000,11564854
CountryC,COU,2021-05-18,36425529,1633843,674392,30249,1007,97951680
CountryC,COU,2021-05-19,38136099,1710569,706062,31669,1015,88245197
CountryC,COU,2021-05-20,39926998,1790899,739220,33157,1022,68151117
CountryC,COU,2021-05-21,41802000,1875001,773934,34714,1029,53479346
CountryC,COU,2021-05-22,43765053,1963053,810279,36344,1037,131833111
CountryC,COU,2021-05-23,45820293,2055239,848330,38051,1044,39851373
CountryC,COU,2021-05-24,47972048,2151755,888168,39838,1052,181791620
CountryC,COU,2021-05-25,50224851,2252803,929877,41709,1059,62383101
CountryC,COU,2021-05-26,52583447,2358596,973545,43667,1066,88185923
CountryC,COU,2021-05-27,55052805,2469357,1019263,45718,1074,62536915
CountryC,COU,2021-05-28,57638126,2585320,1067129,47865,1081,106891093
CountryC,COU,2021-05-29,60344855,2706729,1117242,50113,1088,10625021
CountryC,COU,2021-05-30,63178694,2833839,1169708,52466,1096,102096557
CountryC,COU,2021-05-31,66145613,2966918,1224639,54930,1103,74623692
CountryC,COU,2021-06-01,69251860,3106247,1282149,57509,1110,86350932
CountryC,COU,2021-06-02,72503979,3252118,1342360,60210,1118,115671734
CountryC,COU,2021-06-03,75908819,3404840,1405398,63038,1125,6704143
CountryC,COU,2021-06-04,79473554,3564734,1471396,65998,1132,134464007
CountryC,COU,2021-06-05,83205691,3732137,1540494,69097,1140,45795535
CountryC,COU,2021-06-06,87113093,3907401,1612837,72342,1147,171959737
CountryC,COU,2021-06-07,91203988,4090895,1688577,75740,1155,84365819
CountryC,COU,2021-06-08,95486995,4283007,1767874,79296,1162,152449971
CountryC,COU,2021-06-09,99971136,4484140,1850895,83020,1169,182992476
CountryC,COU,2021-06-10,104665855,4694718,1937814,86919,1177,101565108
CountryC,COU,2021-06-11,109581041,4915186,2028815,91001,1184,65971074
CountryC,COU,2021-06-12,114727048,5146007,2124090,95274,1191,138386148
CountryC,COU,2021-06-13,120114716,5387667,2223839,99748,1199,148529592
CountryC,COU,2021-06-14,125755392,5640676,2328272,104433,1206,71797701
CountryC,COU,2021-06-15,131660959,5905566,2437609,109337,1213,150220951
CountryC,COU,2021-06-16,137843856,6182896,2552081,114471,1221,88883809
CountryC,COU,2021-06-17,144317106,6473250,2671929,119847,1228,180929862
CountryC,COU,2021-06-18,151094344,6777238,2797405,125475,1235,199721455
CountryC,COU,2021-06-19,158189847,7095502,2928773,131368,1243,158134629
CountryC,COU,2021-06-20,165618560,7428712,3066310,137537,1250,100917332
CountryC,COU,2021-06-21,173396131,7777570,3210306,143996,1258,87143342
CountryC,COU,2021-06-22,181538942,8142811,3361065,150758,1265,141824208
CountryC,COU,2021-06-23,190064146,8525203,3518903,157838,1272,171715747
CountryC,COU,2021-06-24,198989700,8925553,3684153,165250,1280,197238182
CountryC,COU,2021-06-25,208334404,9344704,3857164,173010,1287,146050339
CountryC,COU,2021-06-26,218117943,9783538,4038299,181135,1294,47853608
CountryC,COU,2021-06-27,228360924,10242980,4227941,189641,1302,74846754
CountryC,COU,2021-06-28,239084922,10723998,4426488,198547,1309,175030181
CountryC,COU,2021-06-29,250312528,11227605,4634359,207871,1316,84689008
CountryC,COU,2021-06-30,262067391,11754862,4851992,217632,1324,169037457
CountryC,COU,2021-07-01,274374270,12306879,5079845,227853,1331,102818961
CountryC,COU,2021-07-02,287259090,12884819,5318399,238553,1338,188566787
CountryC,COU,2021-07-03,300748991,13489900,5568155,249755,1346,4024324
CountryC,COU,2021-07-04,314872387,14123396,5829640,261484,1353,45349469
CountryC,COU,2021-07-05,329659029,14786641,6103404,273764,1361,41076285
CountryC,COU,2021-07-06,345140062,15481033,6390024,286620,1368,88286811
CountryC,COU,2021-07-07,361348096,16208034,6690104,300080,1375,132798931
CountryC,COU,2021-07-08,378317271,16969175,7004277,314172,1383,122587687
CountryC,COU,2021-07-09,396083332,17766060,7333203,328926,1390,1265658
CountryC,COU,2021-07-10,414683700,18600367,7677576,344372,1397,9942227
CountryC,COU,2021-07-11,434157555,19473855,8038120,360544,1405,97561467
CountryC,COU,2021-07-12,454545917,20388361,8415596,377476,1412,39449586
CountryC,COU,2021-07-13,475891731,21345814,8810799,395202,1419,94205617
CountryC,COU,2021-07-14,498239961,22348229,9224561,413761,1427,94550512
CountryC,COU,2021-07-15,521637680,23397719,9657753,433192,1434,75089082
CountryC,COU,2021-07-16,546134174,24496493,10111288,453535,1441,14564091
CountryC,COU,2021-07-17,571781041,25646867,10586122,474833,1449,58289592
CountryC,COU,2021-07-18,598632304,26851263,11083254,497132,1456,18321794
CountryC,COU,2021-07-19,626744522,28112218,11603732,520477,1464,128304494
India,IND,2021-01-01,85570,85570,104,104,0,139665166
India,IND,2021-01-02,86769,1199,106,1,141,8940155
India,IND,2021-01-03,87986,1216,107,1,282,81885698
India,IND,2021-01-04,89220,1233,109,1,423,170720785
India,IND,2021-01-05,90470,1250,110,1,564,56428475
India,IND,2021-01-06,91739,1268,112,1,705,137474492
India,IND,2021-01-07,93025,1286,113,1,846,94950815
India,IND,2021-01-08,94330,1304,115,1,988,1858572
India,IND,2021-01-09,95652,1322,116,1,1129,58807148
India,IND,2021-01-10,96993,1341,118,1,1270,69717979
India,IND,2021-01-11,98353,1359,120,1,1411,15654762
India,IND,2021-01-12,99732,1379,121,1,1552,77727962
India,IND,2021-01-13,101131,1398,123,1,1693,195838428
India,IND,2021-01-14,102549,1417,125,1,1835,7719101
India,IND,2021-01-15,103986,1437,127,1,1976,49195633
India,IND,2021-01-16,105444,1457,128,1,2117,150807713
India,IND,2021-01-17,106923,1478,130,1,2258,189234172
India,IND,2021-01-18,108422,1499,132,1,2399,34865577
India,IND,2021-01-19,109942,1520,134,1,2540,54935626
India,IND,2021-01-20,111484,1541,136,1,2682,89379402
India,IND,2021-01-21,113047,1563,138,1,2823,139916026
India,IND,2021-01-22,114632,1585,140,1,2964,198650297
India,IND,2021-01-23,116239,1607,142,1,3105,54032542
India,IND,2021-01-24,117869,1629,144,1,3246,119028329
India,IND,2021-01-25,119521,1652,146,2,3387,188812435
India,IND,2021-01-26,121197,1675,148,2,3529,6686570
India,IND,2021-01-27,122897,1699,150,2,3670,180868115
India,IND,2021-01-28,124620,1723,152,2,3811,96120331
India,IND,2021-01-29,126367,1747,154,2,3952,71048933
India,IND,2021-01-30,128139,1771,156,2,4093,2450232
India,IND,2021-01-31,129935,1796,158,2,4234,114260359
India,IND,2021-02-01,131757,1821,161,2,4375,55169635
India,IND,2021-02-02,133605,1847,163,2,4517,181421077
India,IND,2021-02-03,135478,1873,165,2,4658,111636006
India,IND,2021-02-04,137377,1899,168,2,4799,4322238
India,IND,2021-02-05,139304,1926,170,2,4940,53282373
India,IND,2021-02-06,141257,1953,172,2,5081,9665059
India,IND,2021-02-07,143237,1980,175,2,5222,127957540
India,IND,2021-02-08,145246,2008,177,2,5364,21753581
India,IND,2021-02-09,147282,2036,180,2,5505,24456173
India,IND,2021-02-10,149347,2065,182,2,5646,195929245
India,IND,2021-02-11,151441,2093,185,2,5787,113423676
India,IND,2021-02-12,153564,2123,187,2,5928,188365067
India,IND,2021-02-13,155718,2153,190,2,6069,85941101
India,IND,2021-02-14,157901,2183,193,2,6211,75099497
India,IND,2021-02-15,160115,2213,195,2,6352,145727918
India,IND,2021-02-16,162360,2244,198,2,6493,78951706
India,IND,2021-02-17,164636,2276,201,2,6634,69296223
India,IND,2021-02-18,166945,2308,204,2,6775,199984748
India,IND,2021-02-19,169285,2340,207,2,6916,26891148
India,IND,2021-02-20,171659,2373,209,2,7058,161240985
India,IND,2021-02-21,174066,2406,212,2,7199,90666487
India,IND,2021-02-22,176506,2440,215,2,7340,21670702
India,IND,2021-02-23,178981,2474,218,3,7481,189559976
India,IND,2021-02-24,181491,2509,221,3,7622,36674379
India,IND,2021-02-25,184035,2544,225,3,7763,65349069
India,IND,2021-02-26,186616,2580,228,3,7905,192740368
India,IND,2021-02-27,189232,2616,231,3,8046,20555011
India,IND,2021-02-28,191885,2653,234,3,8187,181242613
India,IND,2021-03-01,194576,2690,237,3,8328,23513839
India,IND,2021-03-02,197304,2728,241,3,8469,164909397
India,IND,2021-03-03,200070,2766,244,3,8610,139052038
India,IND,2021-03-04,202875,2805,248,3,8751,85736285
India,IND,2021-03-05,205720,2844,251,3,8893,151323285
India,IND,2021-03-06,208604,2884,255,3,9034,44311030
India,IND,2021-03-07,211529,2924,258,3,9175,174269806
India,IND,2021-03-08,214495,2965,262,3,9316,76119552
India,IND,2021-03-09,217502,3007,266,3,9457,69260700
India,IND,2021-03-10,220552,3049,269,3,9598,132163058
India,IND,2021-03-11,223644,3092,273,3,9740,130074027
India,IND,2021-03-12,226780,3135,277,3,9881,92767208
India,IND,2021-03-13,229960,3179,281,3,10022,189911258
India,IND,2021-03-14,233184,3224,285,3,10163,138816136
India,IND,2021-03-15,236454,3269,289,3,10304,168057462
India,IND,2021-03-16,239769,3315,293,4,10445,83011686
India,IND,2021-03-17,243131,3361,297,4,10587,170016437
India,IND,2021-03-18,246540,3408,301,4,10728,173418694
India,IND,2021-03-19,249996,3456,305,4,10869,168259125
India,IND,2021-03-20,253501,3505,310,4,11010,164890579
India,IND,2021-03-21,257056,3554,314,4,11151,49764445
India,IND,2021-03-22,260660,3604,318,4,11292,100985439
India,IND,2021-03-23,264315,3654,323,4,11434,66048699
India,IND,2021-03-24,268021,3705,327,4,11575,5261158
India,IND,2021-03-25,271779,3757,332,4,11716,141227087
India,IND,2021-03-26,275589,3810,337,4,11857,58683579
India,IND,2021-03-27,279453,3864,341,4,11998,191948741
India,IND,2021-03-28,283371,3918,346,4,12139,197438651
India,IND,2021-03-29,287344,3973,351,4,12280,91087124
India,IND,2021-03-30,291373,4028,356,4,12422,171163412
India,IND,2021-03-31,295459,4085,361,4,12563,48446866
India,IND,2021-04-01,299601,4142,366,5,12704,153949759
India,IND,2021-04-02,303802,4200,371,5,12845,785438
India,IND,2021-04-03,308062,4259,376,5,12986,79594684
India,IND,2021-04-04,312381,4319,382,5,13127,30548350
India,IND,2021-04-05,316761,4379,387,5,13269,96682130
India,IND,2021-04-06,321202,4441,392,5,13410,145313818
India,IND,2021-04-07,325706,4503,398,5,13551,30141232
India,IND,2021-04-08,330272,4566,403,5,13692,31511448
India,IND,2021-04-09,334903,4630,409,5,13833,140016861
India,IND,2021-04-10,339599,4695,415,5,13974,22155438
India,IND,2021-04-11,344360,4761,421,5,14116,119107666
India,IND,2021-04-12,349188,4828,427,5,14257,12005431
India,IND,2021-04-13,354084,4895,433,5,14398,112361489
India,IND,2021-04-14,359049,4964,439,6,14539,126267574
India,IND,2021-04-15,364083,5034,445,6,14680,153545328
India,IND,2021-04-16,369188,5104,451,6,14821,20571019
India,IND,2021-04-17,374364,5176,457,6,14963,44899493
India,IND,2021-04-18,379613,5248,464,6,15104,122537004
India,IND,2021-04-19,384936,5322,470,6,15245,127399772
India,IND,2021-04-20,390333,5397,477,6,15386,195990513
India,IND,2021-04-21,395806,5472,484,6,15527,89008082
India,IND,2021-04-22,401355,5549,490,6,15668,63750615
India,IND,2021-04-23,406983,5627,497,6,15810,89960540
India,IND,2021-04-24,412689,5706,504,6,15951,82130688
India,IND,2021-04-25,418475,5786,511,7,16092,142430908
India,IND,2021-04-26,424343,5867,519,7,16233,168770728
India,IND,2021-04-27,430293,5949,526,7,16374,63733219
India,IND,2021-04-28,436326,6033,533,7,16515,97440934
India,IND,2021-04-29,442443,6117,541,7,16656,79964982
India,IND,2021-04-30,448647,6203,548,7,16798,102264283
India,IND,2021-05-01,454937,6290,556,7,16939,108247534
India,IND,2021-05-02,461316,6378,564,7,17080,143602213
India,IND,2021-05-03,467784,6468,572,7,17221,28299401
India,IND,2021-05-04,474343,6558,580,8,17362,170104287
India,IND,2021-05-05,480993,6650,588,8,17503,169681140
India,IND,2021-05-06,487737,6743,596,8,17645,121768165
India,IND,2021-05-07,494576,6838,604,8,17786,33038137
India,IND,2021-05-08,501510,6934,613,8,17927,72151575
India,IND,2021-05-09,508542,7031,622,8,18068,189500380
India,IND,2021-05-10,515672,7130,630,8,18209,147249814
India,IND,2021-05-11,522903,7230,639,8,18350,77329247
India,IND,2021-05-12,530234,7331,648,8,18492,6917597
India,IND,2021-05-13,537669,7434,657,9,18633,168349703
India,IND,2021-05-14,545207,7538,666,9,18774,65474231
India,IND,2021-05-15,552851,7644,676,9,18915,172106384
India,IND,2021-05-16,560603,7751,685,9,19056,191565774
India,IND,2021-05-17,568463,7860,695,9,19197,76552812
India,IND,2021-05-18,576434,7970,705,9,19339,108833396
India,IND,2021-05-19,584516,8082,714,9,19480,159134221
India,IND,2021-05-20,592711,8195,724,10,19621,190969377
India,IND,2021-05-21,601021,8310,735,10,19762,177235558
India,IND,2021-05-22,609448,8426,745,10,19903,149157110
India,IND,2021-05-23,617993,8545,755,10,20044,21749175
India,IND,2021-05-24,626658,8664,766,10,20185,83660195
India,IND,2021-05-25,635445,8786,777,10,20327,120548234
India,IND,2021-05-26,644354,8909,788,10,20468,78305176
India,IND,2021-05-27,653389,9034,799,11,20609,132815125
India,IND,2021-05-28,662550,9161,810,11,20750,100341625
India,IND,2021-05-29,671839,9289,821,11,20891,113776608
India,IND,2021-05-30,681259,9419,833,11,21032,174354871
India,IND,2021-05-31,690811,9551,844,11,21174,193266213
India,IND,2021-06-01,700497,9685,856,11,21315,112839554
India,IND,2021-06-02,710318,9821,868,12,21456,81746463
India,IND,2021-06-03,720278,9959,880,12,21597,108166145
India,IND,2021-06-04,730377,10098,893,12,21738,38439017
India,IND,2021-06-05,740617,10240,905,12,21879,18426984
India,IND,2021-06-06,751001,10384,918,12,22021,46424310
India,IND,2021-06-07,761531,10529,931,12,22162,140868183
India,IND,2021-06-08,772209,10677,944,13,22303,55007157
India,IND,2021-06-09,783036,10827,957,13,22444,37507778
India,IND,2021-06-10,794015,10978,971,13,22585,179472852
India,IND,2021-06-11,805147,11132,984,13,22726,3056153
India,IND,2021-06-12,816436,11288,998,13,22868,121618740
India,IND,2021-06-13,827884,11447,1012,14,23009,33055682
India,IND,2021-06-14,839491,11607,1026,14,23150,71843526
India,IND,2021-06-15,851262,11770,1041,14,23291,106158019
India,IND,2021-06-16,863197,11935,1055,14,23432,18020769
India,IND,2021-06-17,875300,12102,1070,14,23573,135915921
India,IND,2021-06-18,887573,12272,1085,15,23715,30754529
India,IND,2021-06-19,900017,12444,1100,15,23856,16016384
India,IND,2021-06-20,912636,12619,1116,15,23997,186044688
India,IND,2021-06-21,925432,12796,1131,15,24138,153891832
India,IND,2021-06-22,938408,12975,1147,15,24279,171468634
India,IND,2021-06-23,951565,13157,1163,16,24420,59677275
India,IND,2021-06-24,964907,13341,1180,16,24561,182542820
India,IND,2021-06-25,978436,13528,1196,16,24703,80437010
India,IND,2021-06-26,992154,13718,1213,16,24844,169566073
India,IND,2021-06-27,1006065,13910,1230,17,24985,120103369
India,IND,2021-06-28,1020171,14105,1247,17,25126,92039014
India,IND,2021-06-29,1034475,14303,1265,17,25267,149211362
India,IND,2021-06-30,1048979,14504,1283,17,25408,79687185
India,IND,2021-07-01,1063687,14707,1301,17,25550,162447325
India,IND,2021-07-02,1078601,14913,1319,18,25691,182240075
India,IND,2021-07-03,1093724,15122,1337,18,25832,126279402
India,IND,2021-07-04,1109059,15335,1356,18,25973,101092428
India,IND,2021-07-05,1124609,15550,1375,19,26114,36977880
India,IND,2021-07-06,1140377,15768,1394,19,26255,35522750
India,IND,2021-07-07,1156366,15989,1414,19,26397,132367545
India,IND,2021-07-08,1172580,16213,1434,19,26538,157352792
India,IND,2021-07-09,1189020,16440,1454,20,26679,45347586
India,IND,2021-07-10,1205692,16671,1474,20,26820,31664031
India,IND,2021-07-11,1222596,16904,1495,20,26961,2382163
India,IND,2021-07-12,1239738,17141,1516,20,27102,109507948
India,IND,2021-07-13,1257121,17382,1537,21,27244,113119802
India,IND,2021-07-14,1274747,17626,1559,21,27385,120031925
India,IND,2021-07-15,1292620,17873,1581,21,27526,67945412
India,IND,2021-07-16,1310744,18123,1603,22,27667,160723284
India,IND,2021-07-17,1329121,18377,1625,22,27808,164798803
India,IND,2021-07-18,1347757,18635,1648,22,27949,129221182
India,IND,2021-07-19,1366654,18896,1671,23,28091,38343695
CountryD,COU,2021-01-01,14600,14600,71,71,0,149556495
CountryD,COU,2021-01-02,14523,-76,71,0,111,28628713
CountryD,COU,2021-01-03,14447,-76,70,0,222,173505126
CountryD,COU,2021-01-04,14371,-75,70,0,334,20935511
CountryD,COU,2021-01-05,14296,-75,70,0,445,9345390
CountryD,COU,2021-01-06,14221,-74,69,0,556,49419438
CountryD,COU,2021-01-07,14146,-74,69,0,668,79245360
CountryD,COU,2021-01-08,14072,-74,69,0,779,115409599
CountryD,COU,2021-01-09,13999,-73,68,0,890,176957599
CountryD,COU,2021-01-10,13925,-73,68,0,1002,93626011
CountryD,COU,2021-01-11,13852,-72,68,0,1113,95202151
CountryD,COU,2021-01-12,13780,-72,67,0,1224,19760493
CountryD,COU,2021-01-13,13707,-72,67,0,1336,115056453
CountryD,COU,2021-01-14,13636,-71,66,0,1447,150578335
CountryD,COU,2021-01-15,13564,-71,66,0,1558,99132056
CountryD,COU,2021-01-16,13493,-71,66,0,1670,79623790
CountryD,COU,2021-01-17,13422,-70,65,0,1781,122058825
CountryD,COU,2021-01-18,13352,-70,65,0,1892,59435731
CountryD,COU,2021-01-19,13282,-69,65,0,2004,197093118
CountryD,COU,2021-01-20,13213,-69,64,0,2115,193403177
CountryD,COU,2021-01-21,13143,-69,64,0,2226,99617168
CountryD,COU,2021-01-22,13074,-68,64,0,2338,105219695
CountryD,COU,2021-01-23,13006,-68,63,0,2449,163211414
CountryD,COU,2021-01-24,12938,-68,63,0,2560,114558140
CountryD,COU,2021-01-25,12870,-67,63,0,2672,77653988
CountryD,COU,2021-01-26,12803,-67,62,0,2783,1541359
CountryD,COU,2021-01-27,12735,-67,62,0,2895,191302552
CountryD,COU,2021-01-28,12669,-66,62,0,3006,111983677
CountryD,COU,2021-01-29,12602,-66,61,0,3117,146166833
CountryD,COU,2021-01-30,12536,-66,61,0,3229,190089201
CountryD,COU,2021-01-31,12471,-65,61,0,3340,185212478
CountryD,COU,2021-02-01,12405,-65,60,0,3451,116404972
CountryD,COU,2021-02-02,12340,-65,60,0,3563,161605068
CountryD,COU,2021-02-03,12276,-64,60,0,3674,147431983
CountryD,COU,2021-02-04,12211,-64,59,0,3785,2064443
CountryD,COU,2021-02-05,12147,-63,59,0,3897,89284228
CountryD,COU,2021-02-06,12084,-63,59,0,4008,47648975
CountryD,COU,2021-02-07,12020,-63,59,0,4119,108207333
CountryD,COU,2021-02-08,11957,-62,58,0,4231,176830370
CountryD,COU,2021-02-09,11895,-62,58,0,4342,163237042
CountryD,COU,2021-02-10,11832,-62,58,0,4453,65227779
CountryD,COU,2021-02-11,11770,-62,57,0,4565,185310872
CountryD,COU,2021-02-12,11709,-61,57,0,4676,22821281
CountryD,COU,2021-02-13,11647,-61,57,0,4787,5952386
CountryD,COU,2021-02-14,11586,-61,56,0,4899,146461878
CountryD,COU,2021-02-15,11526,-60,56,0,5010,167865623
CountryD,COU,2021-02-16,11465,-60,56,0,5121,148489048
CountryD,COU,2021-02-17,11405,-60,56,0,5233,1533307
CountryD,COU,2021-02-18,11345,-59,55,0,5344,130464859
CountryD,COU,2021-02-19,11286,-59,55,0,5455,24448778
CountryD,COU,2021-02-20,11227,-59,55,0,5567,21188667
CountryD,COU,2021-02-21,11168,-58,54,0,5678,84153700
CountryD,COU,2021-02-22,11109,-58,54,0,5790,134359455
CountryD,COU,2021-02-23,11051,-58,54,0,5901,156514318
CountryD,COU,2021-02-24,10993,-57,54,0,6012,189916503
CountryD,COU,2021-02-25,10936,-57,53,0,6124,146734775
CountryD,COU,2021-02-26,10878,-57,53,0,6235,53237717
CountryD,COU,2021-02-27,10821,-57,53,0,6346,79531477
CountryD,COU,2021-02-28,10765,-56,52,0,6458,168625399
CountryD,COU,2021-03-01,10708,-56,52,0,6569,105984129
CountryD,COU,2021-03-02,10652,-56,52,0,6680,26345088
CountryD,COU,2021-03-03,10596,-55,52,0,6792,127705592
